TraesCS1A03G1031800,GO:0055085,transmembrane transport
TraesCS1A03G1031900,GO:0008152,metabolic process
TraesCS1A03G1032700,GO:0055085,transmembrane transport
TraesCS1A03G1032800,GO:0055085,transmembrane transport
TraesCS1A03G1033000,GO:0006468,protein phosphorylation
TraesCS1A03G1033200,GO:0055114,oxidation-reduction process
TraesCS1A03G1034400,GO:0006468,protein phosphorylation
TraesCS1A03G1034500,GO:0055085,transmembrane transport
TraesCS1A03G1037900,GO:0055085,transmembrane transport
TraesCS1A03G1038500,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1038500,GO:0006352,"DNA-templated transcription, initiation"
TraesCS1A03G1039400,GO:0006221,pyrimidine nucleotide biosynthetic process
TraesCS1A03G1040400,GO:0045454,cell redox homeostasis
TraesCS1A03G0104200,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1042500,GO:0006568,tryptophan metabolic process
TraesCS1A03G1042500,GO:0008152,metabolic process
TraesCS1A03G1043200,GO:0051276,chromosome organization
TraesCS1A03G1043700,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1043800,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0104500,GO:0055114,oxidation-reduction process
TraesCS1A03G0104500,GO:0046274,lignin catabolic process
TraesCS1A03G1046900,GO:0001510,RNA methylation
TraesCS1A03G1046900,GO:0009452,7-methylguanosine RNA capping
TraesCS1A03G1048500,GO:0006470,protein dephosphorylation
TraesCS1A03G1050000,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1050000,GO:0006352,"DNA-templated transcription, initiation"
TraesCS1A03G1050800,GO:0006468,protein phosphorylation
TraesCS1A03G1050900,GO:0016579,protein deubiquitination
TraesCS1A03G1050900,GO:0006511,ubiquitin-dependent protein catabolic process
TraesCS1A03G1051200,GO:0009452,7-methylguanosine RNA capping
TraesCS1A03G1051200,GO:0001510,RNA methylation
TraesCS1A03G1051300,GO:0006468,protein phosphorylation
TraesCS1A03G1051600,GO:0006511,ubiquitin-dependent protein catabolic process
TraesCS1A03G1051600,GO:0016579,protein deubiquitination
TraesCS1A03G1052200,GO:0006468,protein phosphorylation
TraesCS1A03G1052700,GO:0006468,protein phosphorylation
TraesCS1A03G1053100,GO:0006412,translation
TraesCS1A03G1053200,GO:0006412,translation
TraesCS1A03G1053400,GO:0055114,oxidation-reduction process
TraesCS1A03G1054600,GO:0006810,transport
TraesCS1A03G1054600,GO:0055085,transmembrane transport
TraesCS1A03G1056000,GO:0006468,protein phosphorylation
TraesCS1A03G1056000,GO:0048544,recognition of pollen
TraesCS1A03G1058800,GO:0006468,protein phosphorylation
TraesCS1A03G1058900,GO:0055114,oxidation-reduction process
TraesCS1A03G1059000,GO:0055114,oxidation-reduction process
TraesCS1A03G1062100,GO:0006508,proteolysis
TraesCS1A03G1062200,GO:0055114,oxidation-reduction process
TraesCS1A03G1062300,GO:0007017,microtubule-based process
TraesCS1A03G1063000,GO:0009058,biosynthetic process
TraesCS1A03G0106600,GO:0006760,folic acid-containing compound metabolic process
TraesCS1A03G1066900,GO:0006633,fatty acid biosynthetic process
TraesCS1A03G1066900,GO:0008152,metabolic process
TraesCS1A03G1070700,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1071000,GO:0015991,ATP hydrolysis coupled proton transport
TraesCS1A03G0107200,GO:0055085,transmembrane transport
TraesCS1A03G0107300,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0107400,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1074800,GO:0055085,transmembrane transport
TraesCS1A03G1078400,GO:0055114,oxidation-reduction process
TraesCS1A03G1079100,GO:0055114,oxidation-reduction process
TraesCS1A03G1079300,GO:0055114,oxidation-reduction process
TraesCS1A03G1079600,GO:0006508,proteolysis
TraesCS1A03G1079700,GO:0006468,protein phosphorylation
TraesCS1A03G1080100,GO:0006468,protein phosphorylation
TraesCS1A03G1080500,GO:0006468,protein phosphorylation
TraesCS1A03G1081600,GO:0006012,galactose metabolic process
TraesCS1A03G1081800,GO:0000160,phosphorelay signal transduction system
TraesCS1A03G1082100,GO:0006183,GTP biosynthetic process
TraesCS1A03G1082100,GO:0006165,nucleoside diphosphate phosphorylation
TraesCS1A03G1082100,GO:0006228,UTP biosynthetic process
TraesCS1A03G1082100,GO:0006241,CTP biosynthetic process
TraesCS1A03G1082500,GO:0006468,protein phosphorylation
TraesCS1A03G0108300,GO:0006470,protein dephosphorylation
TraesCS1A03G0108300,GO:0016311,dephosphorylation
TraesCS1A03G1084100,GO:0000160,phosphorelay signal transduction system
TraesCS1A03G1084200,GO:0000160,phosphorelay signal transduction system
TraesCS1A03G1084300,GO:0000160,phosphorelay signal transduction system
TraesCS1A03G1084500,GO:0000160,phosphorelay signal transduction system
TraesCS1A03G0108500,GO:0005975,carbohydrate metabolic process
TraesCS1A03G1086400,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G1086400,GO:0006334,nucleosome assembly
TraesCS1A03G0110100,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0114300,GO:0071805,potassium ion transmembrane transport
TraesCS1A03G0114500,GO:0055114,oxidation-reduction process
TraesCS1A03G0115000,GO:0008152,metabolic process
TraesCS1A03G0115500,GO:0006468,protein phosphorylation
TraesCS1A03G0115600,GO:0006468,protein phosphorylation
TraesCS1A03G0117000,GO:0016973,poly(A)+ mRNA export from nucleus
TraesCS1A03G0117100,GO:0006869,lipid transport
TraesCS1A03G0118800,GO:0006810,transport
TraesCS1A03G0121000,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0121700,GO:0055114,oxidation-reduction process
TraesCS1A03G0121800,GO:0006520,cellular amino acid metabolic process
TraesCS1A03G0121800,GO:0019752,carboxylic acid metabolic process
TraesCS1A03G0122800,GO:0006952,defense response
TraesCS1A03G0122900,GO:0006952,defense response
TraesCS1A03G0123300,GO:0006952,defense response
TraesCS1A03G0123400,GO:0006952,defense response
TraesCS1A03G0128500,GO:0006457,protein folding
TraesCS1A03G0134800,GO:0007018,microtubule-based movement
TraesCS1A03G0137100,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0138700,GO:0030001,metal ion transport
TraesCS1A03G0138800,GO:0030001,metal ion transport
TraesCS1A03G0139300,GO:0008033,tRNA processing
TraesCS1A03G0139500,GO:0033014,tetrapyrrole biosynthetic process
TraesCS1A03G0139500,GO:0055114,oxidation-reduction process
TraesCS1A03G0141100,GO:0006468,protein phosphorylation
TraesCS1A03G0141200,GO:0006468,protein phosphorylation
TraesCS1A03G0141300,GO:0042254,ribosome biogenesis
TraesCS1A03G0141400,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0142100,GO:0006281,DNA repair
TraesCS1A03G0142800,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0143500,GO:0006629,lipid metabolic process
TraesCS1A03G0143500,GO:0008152,metabolic process
TraesCS1A03G0143800,GO:0006810,transport
TraesCS1A03G0143800,GO:0055085,transmembrane transport
TraesCS1A03G0146000,GO:0016255,attachment of GPI anchor to protein
TraesCS1A03G0146000,GO:0006508,proteolysis
TraesCS1A03G0147100,GO:0042254,ribosome biogenesis
TraesCS1A03G0147200,GO:0007275,multicellular organism development
TraesCS1A03G0147200,GO:0006511,ubiquitin-dependent protein catabolic process
TraesCS1A03G0148200,GO:0006468,protein phosphorylation
TraesCS1A03G0148700,GO:0008152,metabolic process
TraesCS1A03G0148800,GO:0008152,metabolic process
TraesCS1A03G0158700,GO:0005992,trehalose biosynthetic process
TraesCS1A03G0158800,GO:0055085,transmembrane transport
TraesCS1A03G0160500,GO:0006810,transport
TraesCS1A03G0161400,GO:0006886,intracellular protein transport
TraesCS1A03G0162800,GO:0006468,protein phosphorylation
TraesCS1A03G0163200,GO:0006486,protein glycosylation
TraesCS1A03G0163300,GO:0055114,oxidation-reduction process
TraesCS1A03G0163300,GO:0045454,cell redox homeostasis
TraesCS1A03G0164000,GO:0006468,protein phosphorylation
TraesCS1A03G0164300,GO:0008152,metabolic process
TraesCS1A03G0164300,GO:0055114,oxidation-reduction process
TraesCS1A03G0164800,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0165000,GO:0006397,mRNA processing
TraesCS1A03G0165000,GO:0006396,RNA processing
TraesCS1A03G0167700,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0170400,GO:0006629,lipid metabolic process
TraesCS1A03G0170400,GO:0007165,signal transduction
TraesCS1A03G0170400,GO:0035556,intracellular signal transduction
TraesCS1A03G0170500,GO:0007264,small GTPase mediated signal transduction
TraesCS1A03G0170900,GO:0006364,rRNA processing
TraesCS1A03G0171500,GO:0006511,ubiquitin-dependent protein catabolic process
TraesCS1A03G0171500,GO:0007275,multicellular organism development
TraesCS1A03G0172200,GO:0055114,oxidation-reduction process
TraesCS1A03G0172300,GO:0006457,protein folding
TraesCS1A03G0172500,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0172600,GO:0009058,biosynthetic process
TraesCS1A03G0172600,GO:0006520,cellular amino acid metabolic process
TraesCS1A03G0172700,GO:0006468,protein phosphorylation
TraesCS1A03G0174800,GO:0008152,metabolic process
TraesCS1A03G0174900,GO:0006850,mitochondrial pyruvate transport
TraesCS1A03G0175300,GO:0055114,oxidation-reduction process
TraesCS1A03G0175300,GO:0016117,carotenoid biosynthetic process
TraesCS1A03G0175400,GO:0055085,transmembrane transport
TraesCS1A03G0175400,GO:0006812,cation transport
TraesCS1A03G0175800,GO:0042398,cellular modified amino acid biosynthetic process
TraesCS1A03G0175800,GO:0006750,glutathione biosynthetic process
TraesCS1A03G0176100,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0176200,GO:0006525,arginine metabolic process
TraesCS1A03G0176800,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0177500,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0177600,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0177700,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0178800,GO:0006468,protein phosphorylation
TraesCS1A03G0181600,GO:0008152,metabolic process
TraesCS1A03G0185100,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
TraesCS1A03G0185500,GO:0006810,transport
TraesCS1A03G0186000,GO:0006808,regulation of nitrogen utilization
TraesCS1A03G0187200,GO:0055114,oxidation-reduction process
TraesCS1A03G0188200,GO:0006468,protein phosphorylation
TraesCS1A03G0190000,GO:0055114,oxidation-reduction process
TraesCS1A03G0190000,GO:0006979,response to oxidative stress
TraesCS1A03G0190300,GO:0006979,response to oxidative stress
TraesCS1A03G0190300,GO:0055114,oxidation-reduction process
TraesCS1A03G0190400,GO:0006979,response to oxidative stress
TraesCS1A03G0190400,GO:0055114,oxidation-reduction process
TraesCS1A03G0190900,GO:0006979,response to oxidative stress
TraesCS1A03G0190900,GO:0055114,oxidation-reduction process
TraesCS1A03G0191000,GO:0055114,oxidation-reduction process
TraesCS1A03G0191000,GO:0006979,response to oxidative stress
TraesCS1A03G0191400,GO:0055114,oxidation-reduction process
TraesCS1A03G0191400,GO:0006979,response to oxidative stress
TraesCS1A03G0192600,GO:0006979,response to oxidative stress
TraesCS1A03G0192600,GO:0055114,oxidation-reduction process
TraesCS1A03G0193200,GO:0006629,lipid metabolic process
TraesCS1A03G0193300,GO:0006629,lipid metabolic process
TraesCS1A03G0193600,GO:0055114,oxidation-reduction process
TraesCS1A03G0193600,GO:0006979,response to oxidative stress
TraesCS1A03G0193700,GO:0055114,oxidation-reduction process
TraesCS1A03G0193700,GO:0006979,response to oxidative stress
TraesCS1A03G0193900,GO:0006468,protein phosphorylation
TraesCS1A03G0194200,GO:0006334,nucleosome assembly
TraesCS1A03G0194800,GO:0006415,translational termination
TraesCS1A03G0195000,GO:0007165,signal transduction
TraesCS1A03G0195000,GO:0006468,protein phosphorylation
TraesCS1A03G0195200,GO:0007165,signal transduction
TraesCS1A03G0195200,GO:0006468,protein phosphorylation
TraesCS1A03G0195700,GO:0006468,protein phosphorylation
TraesCS1A03G0195700,GO:0007165,signal transduction
TraesCS1A03G0197600,GO:0006810,transport
TraesCS1A03G0197600,GO:0055085,transmembrane transport
TraesCS1A03G0200200,GO:0006629,lipid metabolic process
TraesCS1A03G0200200,GO:0006508,proteolysis
TraesCS1A03G0200600,GO:0016998,cell wall macromolecule catabolic process
TraesCS1A03G0200600,GO:0006032,chitin catabolic process
TraesCS1A03G0200600,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0200900,GO:0006338,chromatin remodeling
TraesCS1A03G0202700,GO:0006396,RNA processing
TraesCS1A03G0203000,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
TraesCS1A03G0204800,GO:0006396,RNA processing
TraesCS1A03G0205200,GO:0006355,"regulation of transcription, DNA-templated"
TraesCS1A03G0205300,GO:0008152,metabolic process
TraesCS1A03G0205900,GO:0006139,nucleobase-containing compound metabolic process
TraesCS1A03G0206300,GO:0006310,DNA recombination
TraesCS1A03G0206300,GO:0006281,DNA repair
TraesCS1A03G0206300,GO:0006260,DNA replication
TraesCS1A03G0207600,GO:0009058,biosynthetic process
TraesCS1A03G0207900,GO:0055114,oxidation-reduction process
TraesCS1A03G0209800,GO:0006508,proteolysis
TraesCS1A03G0210000,GO:0006811,ion transport
TraesCS1A03G0210000,GO:0055085,transmembrane transport
TraesCS1A03G0210300,GO:0006468,protein phosphorylation
TraesCS1A03G0210500,GO:0009611,response to wounding
TraesCS1A03G0212200,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0212200,GO:0006013,mannose metabolic process
TraesCS1A03G0213700,GO:0009742,brassinosteroid mediated signaling pathway
TraesCS1A03G0214200,GO:0006139,nucleobase-containing compound metabolic process
TraesCS1A03G0214200,GO:0006289,nucleotide-excision repair
TraesCS1A03G0215100,GO:0005986,sucrose biosynthetic process
TraesCS1A03G0215200,GO:0005975,carbohydrate metabolic process
TraesCS1A03G0215300,GO:0016192,vesicle-mediated transport
TraesCS1A03G0217500,GO:0055114,oxidation-reduction process
TraesCS1A03G0217700,GO:0055114,oxidation-reduction process
